hhid,choice,PPkStk,PBBStk,PFlStk,PHseStk,PGenStk,PImpStk,PSSTub,PPkTub,PFlTub,PHseTub
2123257,1,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2123356,7,0.66,0.67,1.09,0.57,0.33,0.93,0.75,1.09,1.19,0.5
2123356,1,0.66,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.5
2123356,2,0.66,0.5,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.59
2123356,1,0.19,0.5,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2123356,1,0.19,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2123356,1,0.5,0.5,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2123356,1,0.29,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.33
2123356,1,0.63,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2123356,1,0.63,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2123356,1,0.62,0.29,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2123356,1,0.29,0.28,0.95,0.58,0.36,0.63,0.79,1.09,1.19,0.59
2123356,1,0.58,0.58,0.99,0.29,0.33,0.69,0.8,1.07,1.19,0.56
2123356,1,0.29,0.5,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2123398,1,0.67,0.71,1.08,0.39,0.49,0.82,0.88,1.08,1.17,0.5
2123398,7,0.66,0.67,0.99,0.57,0.49,0.83,0.85,0.98,1.17,0.5
2123398,1,0.58,0.58,0.99,0.29,0.25,0.72,0.85,1.07,1.19,0.59
2123422,5,0.66,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2123422,5,0.66,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2123422,1,0.63,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.33
2123422,1,0.29,0.67,1.09,0.57,0.34,0.93,0.85,1.09,1.19,0.33
2123422,1,0.63,0.7,0.99,0.57,0.36,0.93,0.85,1.09,1.19,0.89
2123422,1,0.63,0.7,0.99,0.57,0.36,0.93,0.85,1.09,1.19,0.89
2123422,1,0.63,0.67,0.99,0.57,0.36,1.03,0.85,1.09,1.19,0.37
2123422,1,0.62,0.5,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2123422,2,0.62,0.29,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2123422,1,0.62,0.5,1.09,0.57,0.33,1.02,0.85,1.09,1.19,0.59
2123422,1,0.62,0.61,1.09,0.57,0.36,0.69,0.85,1.09,1.19,0.59
2123422,4,0.62,0.61,1.09,0.29,0.36,0.75,0.85,1.09,1.19,0.59
2123422,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
2123422,8,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2123422,1,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2123422,1,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2123422,9,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2123422,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2123422,1,0.5,0.58,0.99,0.19,0.33,0.72,0.85,1.07,1.19,0.59
2123422,4,0.58,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2123422,4,0.58,0.45,0.99,0.25,0.33,0.72,0.85,1.07,1.19,0.59
2123422,1,0.29,0.51,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
2123422,4,0.19,0.47,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2123422,6,0.19,0.47,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2123422,2,0.39,0.19,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2123430,1,0.29,0.5,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
2123554,3,0.63,0.67,0.99,0.57,0.39,0.78,0.88,1.08,1.17,0.5
2123554,3,0.63,0.67,0.99,0.39,0.39,0.78,0.88,1.08,1.17,0.5
2123554,2,0.67,0.67,1.08,0.57,0.39,0.75,0.79,0.98,1.17,0.53
2123554,2,0.67,0.67,1.08,0.57,0.39,0.83,0.85,0.99,1.17,0.5
2123554,6,0.66,0.67,0.99,0.57,0.49,0.83,0.85,0.98,1.17,0.5
2123554,3,0.67,0.58,1.08,0.57,0.49,1.12,0.85,0.98,1.27,0.88
2123554,3,0.63,0.59,0.99,0.57,0.49,0.79,0.6,0.98,1.17,0.59
2123554,2,0.66,0.5,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.59
2123554,3,0.62,0.61,1.09,0.57,0.33,0.84,0.84,1.09,1.2,0.59
2123554,3,0.29,0.51,0.99,0.33,0.33,0.72,0.85,1.07,1.21,0.59
2123554,3,0.58,0.58,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.55
2123661,1,0.29,0.32,0.99,0.64,0.34,0.58,0.79,1.09,1.19,0.64
2123661,1,0.62,0.5,0.99,0.55,0.36,0.75,0.85,1.09,1.19,0.59
2123661,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2123661,2,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2123661,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.12,1.19,0.56
2123661,1,0.19,0.46,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2123661,2,0.58,0.19,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2123844,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.08,1.19,0.56
2123968,4,0.63,0.67,1.08,0.57,0.33,0.93,0.85,1.09,1.19,0.33
2123968,2,0.5,0.5,0.99,0.45,0.33,0.78,0.91,1.07,1.19,0.78
2123968,1,0.58,0.58,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.55
2124057,1,0.63,0.67,0.99,0.57,0.36,1.03,0.85,1.09,1.19,0.37
2124057,7,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2124057,1,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2124057,7,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2124099,1,0.62,0.5,0.99,0.55,0.36,0.75,0.85,1.09,1.19,0.59
2124099,1,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2124099,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2124099,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2124099,4,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2124099,2,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2124099,4,0.58,0.65,0.99,0.25,0.34,0.72,0.85,1.07,1.19,0.59
2124115,1,0.29,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.33
2124115,4,0.62,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
2124115,1,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2124115,1,0.5,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2124115,1,0.29,0.51,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
2124115,1,0.58,0.58,0.99,0.29,0.33,0.69,0.8,1.07,1.19,0.56
2124115,4,0.39,0.58,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2124164,1,0.63,0.59,1.08,0.57,0.39,0.93,0.85,0.98,1.17,0.59
2124164,1,0.63,0.59,1.08,0.57,0.45,0.93,0.85,0.98,1.17,0.59
2124164,2,0.63,0.59,1.08,0.57,0.33,0.93,0.85,1.09,1.19,0.33
2124164,1,0.62,0.59,1.09,0.57,0.36,0.93,0.87,1.09,1.24,0.65
2124164,2,0.62,0.5,1.09,0.58,0.34,1.07,0.85,1.1,1.19,0.63
2124164,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
2124164,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2124164,1,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2124164,2,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2124164,2,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2124164,1,0.58,0.58,0.99,0.29,0.34,0.72,0.85,1.07,1.19,0.59
2124164,2,0.58,0.58,0.99,0.29,0.33,0.69,0.79,1.08,1.19,0.56
2124164,2,0.58,0.58,0.99,0.29,0.33,0.69,0.79,1.1,1.19,0.56
2124164,1,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.11,1.19,0.56
2124164,1,0.29,0.5,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2124164,2,0.58,0.19,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2124164,2,0.58,0.58,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2124248,8,0.63,0.59,0.99,0.57,0.49,0.79,0.85,0.98,1.17,0.59
2124248,5,0.63,0.59,0.99,0.57,0.49,0.79,0.85,0.98,1.17,0.59
2124248,5,0.63,0.59,1.08,0.57,0.33,0.93,0.85,0.98,1.17,0.59
2124248,5,0.66,0.59,1.11,0.57,0.33,0.96,0.85,1.09,1.19,0.59
2124248,7,0.66,0.59,1.08,0.57,0.33,1.01,0.85,1.14,1.19,0.59
2124248,1,0.29,0.59,1.08,0.57,0.34,0.93,0.85,1.09,1.19,0.33
2124248,4,0.58,0.25,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2124248,4,0.58,0.25,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
2124248,4,0.39,0.58,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2124248,4,0.39,0.55,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2124420,8,0.62,0.61,1.09,0.57,0.34,1.07,0.85,1.09,1.19,0.59
2124420,8,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.58
2124420,7,0.62,0.61,0.99,0.57,0.36,0.76,0.85,1.09,1.19,0.59
2124420,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2124420,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2124420,9,0.58,0.58,0.99,0.45,0.33,0.72,0.65,1.07,1.19,0.59
2124420,2,0.58,0.25,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2124420,9,0.58,0.19,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2124420,2,0.58,0.19,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2124420,7,0.58,0.19,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2124594,1,0.33,0.71,1.08,0.39,0.39,0.76,0.85,0.98,1.17,0.59
2124594,1,0.66,0.59,0.99,0.57,0.33,0.93,0.85,1.09,1.19,0.59
2124594,1,0.66,0.59,0.99,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2124594,1,0.62,0.61,0.99,0.47,0.33,0.75,0.85,1.09,1.19,0.59
2124594,1,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2124594,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2124594,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.12,1.19,0.56
2124750,5,0.63,0.67,0.99,0.57,0.36,0.93,0.85,1.09,1.19,0.58
2124750,1,0.29,0.5,0.99,0.57,0.36,0.69,0.79,1.09,1.19,0.59
2124750,4,0.62,0.61,1.09,0.29,0.36,0.75,0.85,1.09,1.19,0.58
2124750,5,0.25,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2124750,5,0.58,0.39,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2124750,4,0.58,0.58,0.99,0.33,0.34,0.72,0.85,1.07,1.19,0.59
2124750,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.12,1.19,0.56
2124750,4,0.39,0.58,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2124891,4,0.62,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
2124891,2,0.58,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2124891,5,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2124891,2,0.5,0.39,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2124891,2,0.58,0.39,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2124891,4,0.58,0.58,0.99,0.29,0.25,0.72,0.85,1.07,1.19,0.59
2125005,7,0.67,0.67,1.08,0.57,0.49,0.83,0.85,0.98,1.17,0.59
2125005,1,0.63,0.67,1.09,0.57,0.33,0.9,0.85,0.98,1.17,0.5
2125005,8,0.63,0.67,1.09,0.57,0.39,0.93,0.85,0.98,1.17,0.59
2125005,8,0.58,0.25,0.99,0.29,0.33,0.7,0.85,1.07,1.19,0.57
2125005,1,0.58,0.25,0.99,0.29,0.33,0.7,0.85,1.07,1.19,0.57
2125005,2,0.58,0.58,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2125047,4,0.67,0.67,1.08,0.39,0.39,0.78,0.88,1.08,1.17,0.5
2125047,4,0.67,0.67,1.08,0.39,0.39,0.78,0.88,1.08,1.17,0.5
2125047,1,0.34,0.72,1.08,0.39,0.39,0.78,0.84,1,1.17,0.59
2125047,4,0.67,0.67,1.08,0.57,0.49,0.83,0.85,0.98,1.17,0.5
2125047,1,0.66,0.67,0.99,0.57,0.49,0.83,0.85,0.98,1.17,0.5
2125047,4,0.63,0.67,0.99,0.57,0.53,0.93,0.85,0.98,1.17,0.5
2125047,4,0.63,0.67,0.99,0.57,0.49,0.93,0.85,0.98,1.17,0.59
2125047,4,0.63,0.67,0.99,0.57,0.49,0.93,0.85,0.98,1.17,0.59
2125047,1,0.63,0.67,1.08,0.57,0.33,0.93,0.85,0.98,1.17,0.59
2125047,1,0.29,0.5,0.99,0.57,0.35,0.69,0.79,1.09,1.19,0.67
2125047,4,0.62,0.5,1.09,0.57,0.34,0.93,0.85,1.09,1.19,0.59
2125047,4,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2125047,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2125047,4,0.58,0.58,0.99,0.45,0.34,0.72,0.85,1.07,1.19,0.59
2125047,4,0.58,0.5,0.99,0.29,0.46,0.83,0.79,1.07,1.19,0.56
2125302,1,0.29,0.32,0.99,0.64,0.34,0.58,0.79,1.09,1.19,0.64
2125302,4,0.62,0.5,0.99,0.28,0.36,0.75,0.85,1.09,1.19,0.59
2125302,1,0.46,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2125302,5,0.58,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2125302,4,0.58,0.53,0.99,0.33,0.33,0.72,0.85,1.07,1.18,0.59
2125302,2,0.58,0.25,0.99,0.29,0.33,0.7,0.89,1.07,1.2,0.62
2125302,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.12,1.19,0.56
2125302,1,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2125310,1,0.33,0.71,1.08,0.39,0.39,0.76,0.85,0.98,1.17,0.59
2125310,3,0.63,0.59,0.99,0.57,0.45,0.93,0.85,0.98,1.18,0.59
2125310,1,0.46,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2125310,2,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2125310,2,0.58,0.19,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2125385,8,0.63,0.67,1.08,0.57,0.49,0.79,0.85,0.98,1.17,0.5
2125385,8,0.63,0.67,0.99,0.57,0.39,0.93,0.85,0.98,1.17,0.5
2125385,8,0.63,0.67,1.09,0.57,0.39,0.93,0.85,0.98,1.17,0.5
2125385,8,0.66,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.5
2125385,8,0.66,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2125385,8,0.62,0.29,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2125385,8,0.29,0.28,0.95,0.58,0.36,0.63,0.79,1.09,1.19,0.59
2125385,8,0.62,0.76,1.09,0.57,0.33,0.89,0.85,1.09,1.18,0.59
2125385,8,0.62,0.61,0.99,0.36,0.36,0.76,0.85,1.09,1.19,0.59
2125385,6,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2125385,3,0.58,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2125385,3,0.58,0.44,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2125401,8,0.29,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2125401,1,0.29,0.5,0.99,0.57,0.36,0.69,0.79,1.09,1.19,0.59
2125401,1,0.62,0.5,1.09,0.58,0.34,1.07,0.85,1.1,1.19,0.63
2125401,1,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2125401,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2125401,1,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2125401,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2125401,1,0.29,0.5,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2125518,1,0.66,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2125518,8,0.66,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2125518,7,0.63,0.67,1.08,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2125518,1,0.62,0.5,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2125518,8,0.62,0.5,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.59
2125518,2,0.19,0.5,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2125518,2,0.58,0.19,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2125658,1,0.66,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.59
2125658,1,0.66,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.59
2125658,1,0.19,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2125658,1,0.29,0.67,1.09,0.57,0.35,0.93,0.85,1.09,1.19,0.33
2125682,2,0.66,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.5
2125682,2,0.66,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2125682,2,0.66,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2125682,7,0.66,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.33
2125682,1,0.29,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.49
2125682,1,0.63,0.66,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2125682,7,0.63,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2125682,1,0.62,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2125682,2,0.62,0.29,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2125682,7,0.62,0.61,0.99,0.49,0.33,0.75,0.5,1.09,1.19,0.59
2125682,1,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2125682,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2125682,1,0.5,0.58,0.99,0.19,0.33,0.72,0.85,1.07,1.19,0.59
2125682,2,0.58,0.25,0.99,0.45,0.25,0.72,0.85,1.07,1.19,0.59
2125682,1,0.29,0.5,0.99,0.33,0.25,0.72,0.85,1.07,1.19,0.59
2125682,2,0.58,0.25,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
2125682,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.12,1.19,0.56
2125682,1,0.19,0.46,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2125682,2,0.58,0.19,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2125708,5,0.63,0.67,0.99,0.57,0.39,0.99,0.85,0.98,1.17,0.67
2125708,4,0.58,0.56,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
2125765,1,0.62,0.5,0.99,0.55,0.36,0.75,0.85,1.09,1.19,0.59
2125765,7,0.62,0.61,0.99,0.49,0.33,0.75,0.5,1.09,1.19,0.59
2125765,7,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2125765,7,0.19,0.58,0.99,0.29,0.33,0.69,0.5,1.12,1.19,0.56
2125963,2,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2125963,4,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2125963,5,0.58,0.45,0.99,0.25,0.33,0.72,0.85,1.07,1.19,0.59
2125963,4,0.58,0.58,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
2125963,4,0.58,0.58,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2126078,5,0.63,0.67,1.09,0.57,0.45,0.93,0.85,0.98,1.17,0.5
2126078,5,0.63,0.67,1.09,0.57,0.45,0.93,0.85,0.98,1.17,0.5
2126078,5,0.62,0.5,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2126078,4,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2126078,1,0.29,0.5,0.99,0.33,0.25,0.72,0.85,1.07,1.19,0.59
2126078,1,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2126078,1,0.19,0.46,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2126086,1,0.67,0.58,1.08,0.57,0.49,2.3,0.85,0.98,1.17,0.59
2126086,10,0.63,0.67,1,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2126086,4,0.58,0.65,0.99,0.25,0.34,0.72,0.85,1.07,1.19,0.59
2126110,7,0.63,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.34
2126110,1,0.63,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2126110,7,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2126110,1,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2126110,7,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2126110,1,0.61,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2126110,1,0.29,0.51,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
2126110,1,0.58,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2126110,1,0.39,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2126136,1,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2126136,8,0.29,0.5,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
2126177,1,0.63,0.67,0.99,0.57,0.49,0.93,0.85,0.98,1.17,0.59
2126177,1,0.63,0.67,1.08,0.57,0.39,0.93,0.85,0.98,1.17,0.59
2126177,1,0.58,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2126342,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.18,1.19,0.59
2126342,1,0.5,0.39,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2126342,8,0.58,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2126342,1,0.58,0.5,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
2126342,1,0.29,0.5,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
2126342,8,0.58,0.25,0.99,0.29,0.34,0.72,0.85,1.07,1.19,0.59
2126342,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.12,1.19,0.56
2126342,8,0.39,0.5,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2126391,1,0.63,0.67,1.08,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2126391,1,0.62,0.5,0.99,0.57,0.33,0.75,0.85,1.09,1.19,0.59
2126391,2,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2126391,1,0.5,0.5,0.99,0.45,0.33,0.78,0.91,1.07,1.19,0.78
2126391,4,0.5,0.5,0.99,0.45,0.33,0.78,0.91,1.07,1.19,0.78
2126391,1,0.29,0.5,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2126458,1,0.29,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2126458,2,0.62,0.29,1.09,0.57,0.36,0.94,0.85,1.09,1.19,0.59
2126458,4,0.58,0.58,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
2126458,1,0.29,0.5,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
2126458,2,0.58,0.25,0.99,0.29,0.34,0.72,0.85,1.07,1.19,0.59
2126458,2,0.39,0.19,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2126490,5,0.63,0.67,0.99,0.57,0.49,0.77,0.88,1.08,1.17,0.5
2126490,1,0.29,0.59,1.08,0.57,0.36,0.93,0.85,1.09,1.19,0.47
2126490,1,0.29,0.5,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2126508,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2126508,1,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2126508,9,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2126508,1,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2126722,1,0.66,0.45,1.08,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2126722,1,0.63,0.59,1.08,0.57,0.33,0.93,0.85,1.09,1.19,0.33
2126722,1,0.63,0.59,1.08,0.57,0.36,0.93,0.85,1.09,1.19,0.47
2126722,1,0.63,0.6,1.08,0.57,0.36,0.96,0.85,1.09,1.19,0.59
2126722,6,0.62,0.5,1.13,0.57,0.36,0.93,0.85,1.16,1.19,0.59
2126722,2,0.62,0.29,1.09,0.58,0.36,1.38,0.85,1.09,1.19,0.7
2126722,2,0.62,0.5,1.09,0.58,0.34,1.07,0.85,1.1,1.19,0.63
2126722,1,0.62,0.61,0.99,0.57,0.36,0.76,0.85,1.09,1.19,0.59
2126722,7,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
2126722,1,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2126722,3,0.62,0.61,0.99,0.49,0.33,0.75,0.5,1.09,1.19,0.59
2126722,3,0.62,0.61,0.99,0.49,0.33,0.75,0.65,1.09,1.19,0.59
2126722,3,0.25,0.61,0.99,0.45,0.33,0.75,0.65,1.09,1.19,0.59
2126722,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2126722,3,0.58,0.58,0.99,0.45,0.33,0.72,0.65,1.07,1.19,0.59
